2026-04-16 08:21:34,324,INFO,Pipeline started
2026-04-16 08:21:34,325,INFO,Loading data from data/Messy_Sales_Data.csv
2026-04-16 08:21:34,368,INFO,Loaded 52 rows successfully
2026-04-16 08:21:34,369,INFO,Creating data inspection table...
2026-04-16 08:21:34,472,INFO,Duplicate rows found: 2
2026-04-16 08:21:34,475,INFO,Removed 2 duplicate row(s). 50 rows remaining
2026-04-16 08:21:34,475,INFO,Fixed 0 invalid region value(s)
2026-04-16 08:21:34,484,INFO,Filled 2 missing salesperson value(s) with Unknown
2026-04-16 08:21:34,484,INFO,Filled 2 missing quantity value(s) with 0
2026-04-16 08:21:34,488,INFO,Added revenue and month columns
2026-04-16 08:21:34,574,INFO,Cleaned data saved to output/clean_sales.csv
2026-04-16 08:21:34,606,INFO,Saved reports/sales_by_region.csv
2026-04-16 08:21:34,623,INFO,Saved reports/sales_by_product.csv
2026-04-16 08:21:34,640,INFO,Saved reports/monthly_revenue.csv
2026-04-16 08:21:34,659,INFO,Saved reports/salesperson_performance.csv
2026-04-16 08:21:34,659,INFO,Pipeline completed successfully
2026-04-16 08:26:54,679,INFO,Pipeline started
2026-04-16 08:26:54,680,INFO,Loading data from data/Messy_Sales_Data.csv
2026-04-16 08:26:54,726,INFO,Loaded 52 rows successfully
2026-04-16 08:26:54,726,INFO,Creating data inspection table...
2026-04-16 08:26:54,857,INFO,Duplicate rows found: 2
2026-04-16 08:26:54,859,INFO,Removed 2 duplicate row(s). 50 rows remaining
2026-04-16 08:26:54,860,INFO,Fixed 0 invalid region value(s)
2026-04-16 08:26:54,868,INFO,Filled 2 missing salesperson value(s) with Unknown
2026-04-16 08:26:54,869,INFO,Filled 2 missing quantity value(s) with 0
2026-04-16 08:26:54,874,INFO,Added revenue and month columns
2026-04-16 08:26:54,917,INFO,Cleaned data saved to output/clean_sales.csv
2026-04-16 08:26:54,953,INFO,Saved reports/sales_by_region.csv
2026-04-16 08:26:54,971,INFO,Saved reports/sales_by_product.csv
2026-04-16 08:26:54,987,INFO,Saved reports/monthly_revenue.csv
2026-04-16 08:26:55,004,INFO,Saved reports/salesperson_performance.csv
2026-04-16 08:26:55,005,INFO,Pipeline completed successfully
2026-04-16 08:32:40,567,INFO,Pipeline started
2026-04-16 08:32:40,568,INFO,Loading data from data/Messy_Sales_Data.csv
2026-04-16 08:32:40,612,INFO,Loaded 52 rows successfully
2026-04-16 08:32:40,613,INFO,Creating data inspection table...
2026-04-16 08:32:40,709,INFO,Duplicate rows found: 2
2026-04-16 08:32:40,712,INFO,Removed 2 duplicate row(s). 50 rows remaining
2026-04-16 08:32:40,713,INFO,Fixed 0 invalid region value(s)
