43659,1,1,776,2024,994000,Mountain-100 Black, 42,Black,3374,99,BK-M82B-42
43659,2,3,777,6074,982000,Mountain-100 Black, 44,Black,3374,99,BK-M82B-44
43659,3,1,778,2024,994000,Mountain-100 Black, 48,Black,3374,99,BK-M82B-48
43659,4,1,771,2039,994000,Mountain-100 Silver, 38,Silver,3399,99,BK-M82S-38
43659,5,1,772,2039,994000,Mountain-100 Silver, 42,Silver,3399,99,BK-M82S-42
43659,6,2,773,4079,988000,Mountain-100 Silver, 44,Silver,3399,99,BK-M82S-44
43659,7,1,774,2039,994000,Mountain-100 Silver, 48,Silver,3399,99,BK-M82S-48
43659,8,3,714,86,521200,Long-Sleeve Logo Jersey, M,Multi,49,99,LJ-0192-M
43659,9,1,716,28,840400,Long-Sleeve Logo Jersey, XL,Multi,49,99,LJ-0192-X
43659,10,6,709,34,200000,Mountain Bike Socks, M,White,9,5,SO-B909-M
43659,11,2,712,10,373000,AWC Logo Cap,Multi,8,99,CA-1098
43659,12,4,711,80,746000,Sport-100 Helmet, Blue,Blue,34,99,HL-U509-B
43660,13,1,762,419,458900,Road-650 Red, 44,Red,782,99,BK-R50R-44
43660,14,1,758,874,794000,Road-450 Red, 52,Red,1457,99,BK-R68R-52
43661,15,1,745,809,760000,HL Mountain Frame - Black, 48,Black,1349,6,FR-M94B-48
43661,16,1,743,714,704300,HL Mountain Frame - Black, 42,Black,1349,6,FR-M94B-42
43661,17,2,747,1429,408600,HL Mountain Frame - Black, 38,Black,1349,6,FR-M94B-38
43661,18,4,712,20,746000,AWC Logo Cap,Multi,8,99,CA-1098
43661,19,4,715,115,361600,Long-Sleeve Logo Jersey, L,Multi,49,99,LJ-0192-L
43661,20,2,742,1445,189800,HL Mountain Frame - Silver, 46,Silver,1364,5,FR-M94S-46
43661,21,3,775,6074,982000,Mountain-100 Black, 38,Black,3374,99,BK-M82B-38
43661,22,2,778,4049,988000,Mountain-100 Black, 48,Black,3374,99,BK-M82B-48
43661,23,2,711,40,373000,Sport-100 Helmet, Blue,Blue,34,99,HL-U509-B
43661,24,2,741,1637,400000,HL Mountain Frame - Silver, 48,Silver,1364,5,FR-M94S-52
43661,25,4,776,8099,976000,Mountain-100 Black, 42,Black,3374,99,BK-M82B-42
43661,26,2,773,4079,988000,Mountain-100 Silver, 44,Silver,3399,99,BK-M82S-44
43661,27,2,716,57,680800,Long-Sleeve Logo Jersey, XL,Multi,49,99,LJ-0192-X
43661,28,2,777,4049,988000,Mountain-100 Black, 44,Black,3374,99,BK-M82B-44
43661,29,5,708,100,932500,Sport-100 Helmet, Black,Black,34,99,HL-U509
43662,30,3,764,1258,376700,Road-650 Red, 52,Red,782,99,BK-R50R-52
43662,31,5,770,2097,294500,Road-650 Black, 52,Black,782,99,BK-R50B-52
43662,32,2,730,367,876400,LL Road Frame - Red, 62,Red,337,22,FR-R38R-62
43662,33,4,754,3499,176000,Road-450 Red, 58,Red,1457,99,BK-R68R-58
43662,34,3,725,551,814600,LL Road Frame - Red, 44,Red,337,22,FR-R38R-44
43662,35,5,762,2097,294500,Road-650 Red, 44,Red,782,99,BK-R50R-44
43662,36,3,765,1258,376700,Road-650 Black, 58,Black,782,99,BK-R50B-58
43662,37,2,768,838,917800,Road-650 Black, 44,Black,782,99,BK-R50B-44
43662,38,1,753,2146,962000,Road-150 Red, 56,Red,3578,27,BK-R93R-56
43662,39,1,756,874,794000,Road-450 Red, 44,Red,1457,99,BK-R68R-44
43662,40,3,763,1258,376700,Road-650 Red, 48,Red,782,99,BK-R50R-48
43662,41,1,732,356,898000,ML Road Frame - Red, 48,Red,594,83,FR-R72R-48
43662,42,6,758,5248,764000,Road-450 Red, 52,Red,1457,99,BK-R68R-52
43662,43,1,729,183,938200,LL Road Frame - Red, 60,Red,337,22,FR-R38R-60
43662,44,3,722,535,742400,LL Road Frame - Black, 58,Black,337,22,FR-R38B-58
43662,45,1,749,2146,962000,Road-150 Red, 62,Red,3578,27,BK-R93R-62
43662,46,3,760,1258,376700,Road-650 Red, 60,Red,782,99,BK-R50R-60
43662,47,1,726,183,938200,LL Road Frame - Red, 48,Red,337,22,FR-R38R-48
43662,48,1,733,356,898000,ML Road Frame - Red, 52,Red,594,83,FR-R72R-52
43662,49,1,738,178,580800,LL Road Frame - Black, 52,Black,337,22,FR-R38B-52
43662,50,3,766,1258,376700,Road-650 Black, 60,Black,782,99,BK-R50B-60
43662,51,1,755,874,794000,Road-450 Red, 60,Red,1457,99,BK-R68R-60
43663,52,1,760,419,458900,Road-650 Red, 60,Red,782,99,BK-R50R-60
43664,53,1,772,2039,994000,Mountain-100 Silver, 42,Silver,3399,99,BK-M82S-42
43664,54,4,775,8099,976000,Mountain-100 Black, 38,Black,3374,99,BK-M82B-38
43664,55,1,714,28,840400,Long-Sleeve Logo Jersey, M,Multi,49,99,LJ-0192-M
43664,56,1,716,28,840400,Long-Sleeve Logo Jersey, XL,Multi,49,99,LJ-0192-X
43664,57,2,777,4049,988000,Mountain-100 Black, 44,Black,3374,99,BK-M82B-44
43664,58,3,771,6119,982000,Mountain-100 Silver, 38,Silver,3399,99,BK-M82S-38
43664,59,1,773,2039,994000,Mountain-100 Silver, 44,Silver,3399,99,BK-M82S-44
43664,60,1,778,2024,994000,Mountain-100 Black, 48,Black,3374,99,BK-M82B-48
43665,61,2,711,40,373000,Sport-100 Helmet, Blue,Blue,34,99,HL-U509-B
43665,62,1,773,2039,994000,Mountain-100 Silver, 44,Silver,3399,99,BK-M82S-44
43665,63,1,707,20,186500,Sport-100 Helmet, Red,Red,34,99,HL-U509-R
43665,64,2,715,57,680800,Long-Sleeve Logo Jersey, L,Multi,49,99,LJ-0192-L
43665,65,2,777,4049,988000,Mountain-100 Black, 44,Black,3374,99,BK-M82B-44
43665,66,2,712,10,373000,AWC Logo Cap,Multi,8,99,CA-1098
43665,67,2,775,4049,988000,Mountain-100 Black, 38,Black,3374,99,BK-M82B-38
43665,68,1,778,2024,994000,Mountain-100 Black, 48,Black,3374,99,BK-M82B-48
43665,69,6,709,34,200000,Mountain Bike Socks, M,White,9,5,SO-B909-M
43665,70,1,776,2024,994000,Mountain-100 Black, 42,Black,3374,99,BK-M82B-42
43666,71,1,764,419,458900,Road-650 Red, 52,Red,782,99,BK-R50R-52
43666,72,1,753,2146,962000,Road-150 Red, 56,Red,3578,27,BK-R93R-56
43666,73,1,732,356,898000,ML Road Frame - Red, 48,Red,594,83,FR-R72R-48
43666,74,1,756,874,794000,Road-450 Red, 44,Red,1457,99,BK-R68R-44
43666,75,2,768,838,917800,Road-650 Black, 44,Black,782,99,BK-R50B-44
43666,76,1,766,419,458900,Road-650 Black, 60,Black,782,99,BK-R50B-60
43667,77,3,710,17,100000,Mountain Bike Socks, L,White,9,5,SO-B909-L
43667,78,1,773,2039,994000,Mountain-100 Silver, 44,Silver,3399,99,BK-M82S-44
43667,79,1,778,2024,994000,Mountain-100 Black, 48,Black,3374,99,BK-M82B-48
43667,80,1,775,2024,994000,Mountain-100 Black, 38,Black,3374,99,BK-M82B-38
43668,81,3,756,2624,382000,Road-450 Red, 44,Red,1457,99,BK-R68R-44
43668,82,2,753,4293,924000,Road-150 Red, 56,Red,3578,27,BK-R93R-56
43668,83,7,760,2936,212300,Road-650 Red, 60,Red,782,99,BK-R50R-60
43668,84,6,765,2516,753400,Road-650 Black, 58,Black,782,99,BK-R50B-58
43668,85,6,715,173,042400,Long-Sleeve Logo Jersey, L,Multi,49,99,LJ-0192-L
43668,86,6,730,1103,629200,LL Road Frame - Red, 62,Red,337,22,FR-R38R-62
43668,87,2,707,40,373000,Sport-100 Helmet, Red,Red,34,99,HL-U509-R
43668,88,2,711,40,373000,Sport-100 Helmet, Blue,Blue,34,99,HL-U509-B
43668,89,2,754,1749,588000,Road-450 Red, 58,Red,1457,99,BK-R68R-58
43668,90,4,712,20,746000,AWC Logo Cap,Multi,8,99,CA-1098
43668,91,2,729,367,876400,LL Road Frame - Red, 60,Red,337,22,FR-R38R-60
43668,92,3,755,2624,382000,Road-450 Red, 60,Red,1457,99,BK-R68R-60
43668,93,3,761,1258,376700,Road-650 Red, 62,Red,782,99,BK-R50R-62
43668,94,2,770,838,917800,Road-650 Black, 52,Black,782,99,BK-R50B-52
43668,95,3,726,551,814600,LL Road Frame - Red, 48,Red,337,22,FR-R38R-48
43668,96,2,764,838,917800,Road-650 Red, 52,Red,782,99,BK-R50R-52
43668,97,2,766,838,917800,Road-650 Black, 60,Black,782,99,BK-R50B-60
43668,98,2,725,367,876400,LL Road Frame - Red, 44,Red,337,22,FR-R38R-44
43668,99,1,716,28,840400,Long-Sleeve Logo Jersey, XL,Multi,49,99,LJ-0192-X
43668,100,2,768,838,917800,Road-650 Black, 44,Black,782,99,BK-R50B-44
43668,101,4,732,1427,592000,ML Road Frame - Red, 48,Red,594,83,FR-R72R-48
43668,102,6,758,5248,764000,Road-450 Red, 52,Red,1457,99,BK-R68R-52
43668,103,4,762,1677,835600,Road-650 Red, 44,Red,782,99,BK-R50R-44
43668,104,3,738,535,742400,LL Road Frame - Black, 52,Black,337,22,FR-R38B-52
43668,105,4,714,115,361600,Long-Sleeve Logo Jersey, M,Multi,49,99,LJ-0192-M
43668,106,3,722,535,742400,LL Road Frame - Black, 58,Black,337,22,FR-R38B-58
43668,107,1,708,20,186500,Sport-100 Helmet, Black,Black,34,99,HL-U509
43668,108,3,733,1070,694000,ML Road Frame - Red, 52,Red,594,83,FR-R72R-52
43668,109,3,763,1258,376700,Road-650 Red, 48,Red,782,99,BK-R50R-48
43669,110,1,747,714,704300,HL Mountain Frame - Black, 38,Black,1349,6,FR-M94B-38
43670,111,1,710,5,700000,Mountain Bike Socks, L,White,9,5,SO-B909-L
43670,112,2,709,11,400000,Mountain Bike Socks, M,White,9,5,SO-B909-M
43670,113,2,773,4079,988000,Mountain-100 Silver, 44,Silver,3399,99,BK-M82S-44
43670,114,1,776,2024,994000,Mountain-100 Black, 42,Black,3374,99,BK-M82B-42
43671,115,1,753,2146,962000,Road-150 Red, 56,Red,3578,27,BK-R93R-56
